AssessmentSW,Date,caseload
Gladys Patterson,8/18/2019,9
Gladys Patterson,8/19/2019,7
Gladys Patterson,8/20/2019,7
Gladys Patterson,8/21/2019,7
Gladys Patterson,8/22/2019,7
Gladys Patterson,8/23/2019,5
Gladys Patterson,8/24/2019,5
Gladys Patterson,8/25/2019,6
Gladys Patterson,8/26/2019,6
Gladys Patterson,8/27/2019,6
Gladys Patterson,8/28/2019,6
Gladys Patterson,8/29/2019,7
Gladys Patterson,8/30/2019,7
Gladys Patterson,8/31/2019,7
Gladys Patterson,9/1/2019,7
Gladys Patterson,9/2/2019,7
Gladys Patterson,9/3/2019,6
Gladys Patterson,9/4/2019,6
Gladys Patterson,9/5/2019,6
Gladys Patterson,9/6/2019,6
Gladys Patterson,9/7/2019,6
Gladys Patterson,9/8/2019,6
Gladys Patterson,9/9/2019,7
Gladys Patterson,9/10/2019,8
Gladys Patterson,9/11/2019,8
Gladys Patterson,9/12/2019,8
Gladys Patterson,9/13/2019,7
Gladys Patterson,9/14/2019,7
Gladys Patterson,9/15/2019,7
Gladys Patterson,9/16/2019,7
Gladys Patterson,9/17/2019,6
Gladys Patterson,9/18/2019,6
Gladys Patterson,9/19/2019,6
Gladys Patterson,9/20/2019,6
Gladys Patterson,9/21/2019,6
Gladys Patterson,9/22/2019,6
Gladys Patterson,9/23/2019,6
Gladys Patterson,9/24/2019,7
Gladys Patterson,9/25/2019,8
Gladys Patterson,9/26/2019,6
Gladys Patterson,9/27/2019,6
Gladys Patterson,9/28/2019,6
Gladys Patterson,9/29/2019,6
Gladys Patterson,9/30/2019,6
Gladys Patterson,10/1/2019,5
Gladys Patterson,10/2/2019,6
Gladys Patterson,10/3/2019,7
Gladys Patterson,10/4/2019,8
Gladys Patterson,10/5/2019,8
Gladys Patterson,10/6/2019,8
Gladys Patterson,10/7/2019,8
Gladys Patterson,10/8/2019,8
Gladys Patterson,10/9/2019,8
Gladys Patterson,10/10/2019,9
Gladys Patterson,10/11/2019,9
Gladys Patterson,10/12/2019,9
Gladys Patterson,10/13/2019,9
Gladys Patterson,10/14/2019,10
Gladys Patterson,10/15/2019,10
Gladys Patterson,10/16/2019,10
Gladys Patterson,10/17/2019,10
Gladys Patterson,10/18/2019,9
Gladys Patterson,10/19/2019,9
Gladys Patterson,10/20/2019,9
Gladys Patterson,10/21/2019,9
Gladys Patterson,10/22/2019,9
Gladys Patterson,10/23/2019,9
Gladys Patterson,10/24/2019,9
Gladys Patterson,10/25/2019,9
Gladys Patterson,10/26/2019,9
Gladys Patterson,10/27/2019,9
Gladys Patterson,10/28/2019,9
Gladys Patterson,10/29/2019,9
Gladys Patterson,10/30/2019,9
Gladys Patterson,10/31/2019,8
Gladys Patterson,11/1/2019,8
Gladys Patterson,11/2/2019,8
Gladys Patterson,11/3/2019,8
Gladys Patterson,11/4/2019,8
Gladys Patterson,11/5/2019,9
Gladys Patterson,11/6/2019,7
Gladys Patterson,11/7/2019,7
Gladys Patterson,11/8/2019,8
Gladys Patterson,11/9/2019,8
Gladys Patterson,11/10/2019,8
Gladys Patterson,11/11/2019,8
Gladys Patterson,11/12/2019,8
Gladys Patterson,11/13/2019,8
Gladys Patterson,11/14/2019,8
Gladys Patterson,11/15/2019,7
Gladys Patterson,11/16/2019,7
Gladys Patterson,11/17/2019,7
Gladys Patterson,11/18/2019,7
Gladys Patterson,11/19/2019,7
Gladys Patterson,11/20/2019,6
Gladys Patterson,11/21/2019,6
Gladys Patterson,11/22/2019,6
Gladys Patterson,11/23/2019,6
Gladys Patterson,11/24/2019,6
Gladys Patterson,11/25/2019,6
Gladys Patterson,11/26/2019,5
Gladys Patterson,11/27/2019,4
Gladys Patterson,11/28/2019,4
Gladys Patterson,11/29/2019,4
Gladys Patterson,11/30/2019,4
Gladys Patterson,12/1/2019,4
Gladys Patterson,12/2/2019,4
Gladys Patterson,12/3/2019,4
Gladys Patterson,12/4/2019,4
Gladys Patterson,12/5/2019,4
Gladys Patterson,12/6/2019,4
Gladys Patterson,12/7/2019,4
Gladys Patterson,12/8/2019,4
Gladys Patterson,12/9/2019,4
Gladys Patterson,12/10/2019,4
Gladys Patterson,12/11/2019,4
Gladys Patterson,12/12/2019,4
Gladys Patterson,12/13/2019,4
Gladys Patterson,12/14/2019,4
Gladys Patterson,12/15/2019,4
Gladys Patterson,12/16/2019,4
Gladys Patterson,12/17/2019,4
Gladys Patterson,12/18/2019,4
Gladys Patterson,12/19/2019,4
Gladys Patterson,12/20/2019,4
Gladys Patterson,12/21/2019,4
Gladys Patterson,12/22/2019,4
Gladys Patterson,12/23/2019,4
Gladys Patterson,12/24/2019,4
Gladys Patterson,12/25/2019,4
Gladys Patterson,12/26/2019,4
Gladys Patterson,12/27/2019,4
Gladys Patterson,12/28/2019,4
Gladys Patterson,12/29/2019,4
Gladys Patterson,12/30/2019,4
Gladys Patterson,12/31/2019,4
Gladys Patterson,1/1/2020,4
Gladys Patterson,1/2/2020,5
Gladys Patterson,1/3/2020,4
Gladys Patterson,1/4/2020,4
Gladys Patterson,1/5/2020,4
Gladys Patterson,1/6/2020,4
Gladys Patterson,1/7/2020,4
Gladys Patterson,1/8/2020,4
Gladys Patterson,1/9/2020,4
Gladys Patterson,1/10/2020,4
Gladys Patterson,1/11/2020,4
Gladys Patterson,1/12/2020,4
Gladys Patterson,1/13/2020,5
Gladys Patterson,1/14/2020,5
Gladys Patterson,1/15/2020,4
Gladys Patterson,1/16/2020,5
Gladys Patterson,1/17/2020,6
Gladys Patterson,1/18/2020,6
Gladys Patterson,1/19/2020,6
Gladys Patterson,1/20/2020,6
Gladys Patterson,1/21/2020,6
Gladys Patterson,1/22/2020,6
Gladys Patterson,1/23/2020,6
Gladys Patterson,1/24/2020,6
Gladys Patterson,1/25/2020,6
Gladys Patterson,1/26/2020,6
Gladys Patterson,1/27/2020,6
Gladys Patterson,1/28/2020,6
Gladys Patterson,1/29/2020,5
Gladys Patterson,1/30/2020,5
Gladys Patterson,1/31/2020,5
Gladys Patterson,2/1/2020,5
Gladys Patterson,2/2/2020,5
Gladys Patterson,2/3/2020,6
Gladys Patterson,2/4/2020,6
Gladys Patterson,2/5/2020,6
Gladys Patterson,2/6/2020,6
Harper Gordon,8/28/2017,1
Harper Gordon,8/29/2017,1
Harper Gordon,8/30/2017,1
Harper Gordon,8/31/2017,1
Harper Gordon,9/1/2017,1
Harper Gordon,9/2/2017,1
Harper Gordon,9/3/2017,1
Harper Gordon,9/4/2017,1
Harper Gordon,9/5/2017,1
Harper Gordon,9/6/2017,1
Harper Gordon,9/7/2017,1
Harper Gordon,9/8/2017,1
Harper Gordon,9/9/2017,2
Harper Gordon,9/10/2017,2
Harper Gordon,9/11/2017,2
Harper Gordon,9/12/2017,2
Harper Gordon,9/13/2017,2
Harper Gordon,9/14/2017,3
Harper Gordon,9/15/2017,3
Harper Gordon,9/16/2017,3
Harper Gordon,9/17/2017,4
Harper Gordon,9/18/2017,4
Harper Gordon,9/19/2017,4
Harper Gordon,9/20/2017,4
Harper Gordon,9/21/2017,5
Harper Gordon,9/22/2017,5
Harper Gordon,9/23/2017,5
Harper Gordon,9/24/2017,5
Harper Gordon,9/25/2017,6
Harper Gordon,9/26/2017,6
Harper Gordon,9/27/2017,6
Harper Gordon,9/28/2017,6
Harper Gordon,9/29/2017,6
Harper Gordon,9/30/2017,6
Harper Gordon,10/1/2017,6
Harper Gordon,10/2/2017,7
Harper Gordon,10/3/2017,8
Harper Gordon,10/4/2017,8
Harper Gordon,10/5/2017,8
Harper Gordon,10/6/2017,8
Harper Gordon,10/7/2017,8
Harper Gordon,10/8/2017,8
Harper Gordon,10/9/2017,9
Harper Gordon,10/10/2017,9
Harper Gordon,10/11/2017,9
Harper Gordon,10/12/2017,9
Harper Gordon,10/13/2017,10
Harper Gordon,10/14/2017,10
Harper Gordon,10/15/2017,10
Harper Gordon,10/16/2017,10
Harper Gordon,10/17/2017,10
Harper Gordon,10/18/2017,11
Harper Gordon,10/19/2017,11
Harper Gordon,10/20/2017,11
Harper Gordon,10/21/2017,11
Harper Gordon,10/22/2017,11
Harper Gordon,10/23/2017,11
Harper Gordon,10/24/2017,12
Harper Gordon,10/25/2017,12
Harper Gordon,10/26/2017,12
Harper Gordon,10/27/2017,12
Harper Gordon,10/28/2017,12
Harper Gordon,10/29/2017,12
Harper Gordon,10/30/2017,12
Harper Gordon,10/31/2017,12
Harper Gordon,11/1/2017,13
Harper Gordon,11/2/2017,13
Harper Gordon,11/3/2017,13
Harper Gordon,11/4/2017,13
Harper Gordon,11/5/2017,13
Harper Gordon,11/6/2017,14
Harper Gordon,11/7/2017,14
Harper Gordon,11/8/2017,14
Harper Gordon,11/9/2017,14
Harper Gordon,11/10/2017,14
Harper Gordon,11/11/2017,14
Harper Gordon,11/12/2017,14
Harper Gordon,11/13/2017,14
Harper Gordon,11/14/2017,14
Harper Gordon,11/15/2017,14
Harper Gordon,11/16/2017,14
Harper Gordon,11/17/2017,14
Harper Gordon,11/18/2017,14
Harper Gordon,11/19/2017,15
Harper Gordon,11/20/2017,15
Harper Gordon,11/21/2017,16
Harper Gordon,11/22/2017,16
Harper Gordon,11/23/2017,16
Harper Gordon,11/24/2017,16
Harper Gordon,11/25/2017,16
Harper Gordon,11/26/2017,17
Harper Gordon,11/27/2017,17
Harper Gordon,11/28/2017,18
Harper Gordon,11/29/2017,18
Harper Gordon,11/30/2017,18
Harper Gordon,12/1/2017,18
Harper Gordon,12/2/2017,18
Harper Gordon,12/3/2017,18
Harper Gordon,12/4/2017,18
Harper Gordon,12/5/2017,19
Harper Gordon,12/6/2017,18
Harper Gordon,12/7/2017,18
Harper Gordon,12/8/2017,19
Harper Gordon,12/9/2017,19
Harper Gordon,12/10/2017,19
Harper Gordon,12/11/2017,19
Harper Gordon,12/12/2017,19
Harper Gordon,12/13/2017,20
Harper Gordon,12/14/2017,19
Harper Gordon,12/15/2017,19
Harper Gordon,12/16/2017,19
Harper Gordon,12/17/2017,19
Harper Gordon,12/18/2017,20
Harper Gordon,12/19/2017,19
Harper Gordon,12/20/2017,18
Harper Gordon,12/21/2017,19
Harper Gordon,12/22/2017,19
Harper Gordon,12/23/2017,19
Harper Gordon,12/24/2017,19
Harper Gordon,12/25/2017,19
Harper Gordon,12/26/2017,19
Harper Gordon,12/27/2017,19
Harper Gordon,12/28/2017,18
Harper Gordon,12/29/2017,19
Harper Gordon,12/30/2017,19
Harper Gordon,12/31/2017,19
Harper Gordon,1/1/2018,19
Harper Gordon,1/2/2018,17
Harper Gordon,1/3/2018,18
Harper Gordon,1/4/2018,17
Harper Gordon,1/5/2018,17
Harper Gordon,1/6/2018,17
Harper Gordon,1/7/2018,17
Harper Gordon,1/8/2018,17
Harper Gordon,1/9/2018,15
Harper Gordon,1/10/2018,15
Harper Gordon,1/11/2018,15
Harper Gordon,1/12/2018,15
Harper Gordon,1/13/2018,15
Harper Gordon,1/14/2018,15
Harper Gordon,1/15/2018,15
Harper Gordon,1/16/2018,15
Harper Gordon,1/17/2018,15
Harper Gordon,1/18/2018,15
Harper Gordon,1/19/2018,16
Harper Gordon,1/20/2018,16
Harper Gordon,1/21/2018,16
Harper Gordon,1/22/2018,12
Harper Gordon,1/23/2018,12
Harper Gordon,1/24/2018,11
Harper Gordon,1/25/2018,11
Harper Gordon,1/26/2018,12
Harper Gordon,1/27/2018,12
Harper Gordon,1/28/2018,12
Harper Gordon,1/29/2018,12
Harper Gordon,1/30/2018,13
Harper Gordon,1/31/2018,12
Harper Gordon,2/1/2018,12
Harper Gordon,2/2/2018,12
Harper Gordon,2/3/2018,12
Harper Gordon,2/4/2018,12
Harper Gordon,2/5/2018,9
Harper Gordon,2/6/2018,10
Harper Gordon,2/7/2018,11
Harper Gordon,2/8/2018,11
Harper Gordon,2/9/2018,10
Harper Gordon,2/10/2018,10
Harper Gordon,2/11/2018,10
Harper Gordon,2/12/2018,10
Harper Gordon,2/13/2018,10
Harper Gordon,2/14/2018,9
Harper Gordon,2/15/2018,9
Harper Gordon,2/16/2018,10
Harper Gordon,2/17/2018,10
Harper Gordon,2/18/2018,10
Harper Gordon,2/19/2018,11
Harper Gordon,2/20/2018,11
Harper Gordon,2/21/2018,12
Harper Gordon,2/22/2018,13
Harper Gordon,2/23/2018,13
Harper Gordon,2/24/2018,14
Harper Gordon,2/25/2018,14
Harper Gordon,2/26/2018,14
Harper Gordon,2/27/2018,14
Harper Gordon,2/28/2018,15
Harper Gordon,3/1/2018,16
Harper Gordon,3/2/2018,17
Harper Gordon,3/3/2018,17
Harper Gordon,3/4/2018,17
Harper Gordon,3/5/2018,17
Harper Gordon,3/6/2018,17
Harper Gordon,3/7/2018,17
Harper Gordon,3/8/2018,17
Harper Gordon,3/9/2018,17
Harper Gordon,3/10/2018,17
Harper Gordon,3/11/2018,17
Harper Gordon,3/12/2018,17
Harper Gordon,3/13/2018,18
Harper Gordon,3/14/2018,18
Harper Gordon,3/15/2018,19
Harper Gordon,3/16/2018,19
Harper Gordon,3/17/2018,19
Harper Gordon,3/18/2018,19
Harper Gordon,3/19/2018,18
Harper Gordon,3/20/2018,18
Harper Gordon,3/21/2018,19
Harper Gordon,3/22/2018,19
Harper Gordon,3/23/2018,19
Harper Gordon,3/24/2018,19
Harper Gordon,3/25/2018,19
Harper Gordon,3/26/2018,19
Harper Gordon,3/27/2018,19
Harper Gordon,3/28/2018,19
Harper Gordon,3/29/2018,18
Harper Gordon,3/30/2018,18
Harper Gordon,3/31/2018,18
Harper Gordon,4/1/2018,18
Harper Gordon,4/2/2018,18
Harper Gordon,4/3/2018,18
Harper Gordon,4/4/2018,17
Harper Gordon,4/5/2018,18
Harper Gordon,4/6/2018,19
Harper Gordon,4/7/2018,19
Harper Gordon,4/8/2018,19
Harper Gordon,4/9/2018,19
Harper Gordon,4/10/2018,19
Harper Gordon,4/11/2018,19
Harper Gordon,4/12/2018,17
Harper Gordon,4/13/2018,17
Harper Gordon,4/14/2018,17
Harper Gordon,4/15/2018,17
Harper Gordon,4/16/2018,17
Harper Gordon,4/17/2018,18
Harper Gordon,4/18/2018,18
Harper Gordon,4/19/2018,17
Harper Gordon,4/20/2018,17
Harper Gordon,4/21/2018,17
Harper Gordon,4/22/2018,17
Harper Gordon,4/23/2018,17
Harper Gordon,4/24/2018,17
Harper Gordon,4/25/2018,17
Harper Gordon,4/26/2018,17
Harper Gordon,4/27/2018,17
Harper Gordon,4/28/2018,17
Harper Gordon,4/29/2018,17
Harper Gordon,4/30/2018,17
Harper Gordon,5/1/2018,17
Harper Gordon,5/2/2018,18
Harper Gordon,5/3/2018,19
Harper Gordon,5/4/2018,18
Harper Gordon,5/5/2018,18
Harper Gordon,5/6/2018,18
Harper Gordon,5/7/2018,18
Harper Gordon,5/8/2018,17
Harper Gordon,5/9/2018,18
Harper Gordon,5/10/2018,19
Harper Gordon,5/11/2018,20
Harper Gordon,5/12/2018,20
Harper Gordon,5/13/2018,20
Harper Gordon,5/14/2018,20
Harper Gordon,5/15/2018,19
Harper Gordon,5/16/2018,19
Harper Gordon,5/17/2018,17
Harper Gordon,5/18/2018,17
Harper Gordon,5/19/2018,17
Harper Gordon,5/20/2018,16
Harper Gordon,5/21/2018,16
Harper Gordon,5/22/2018,17
Harper Gordon,5/23/2018,16
Harper Gordon,5/24/2018,16
Harper Gordon,5/25/2018,17
Harper Gordon,5/26/2018,17
Harper Gordon,5/27/2018,17
Harper Gordon,5/28/2018,17
Harper Gordon,5/29/2018,18
Harper Gordon,5/30/2018,18
Harper Gordon,5/31/2018,18
Harper Gordon,6/1/2018,18
Harper Gordon,6/2/2018,18
Harper Gordon,6/3/2018,18
Harper Gordon,6/4/2018,19
Harper Gordon,6/5/2018,20
Harper Gordon,6/6/2018,19
Harper Gordon,6/7/2018,18
Harper Gordon,6/8/2018,18
Harper Gordon,6/9/2018,18
Harper Gordon,6/10/2018,18
Harper Gordon,6/11/2018,16
Harper Gordon,6/12/2018,17
Harper Gordon,6/13/2018,17
Harper Gordon,6/14/2018,16
Harper Gordon,6/15/2018,13
Harper Gordon,6/16/2018,13
Harper Gordon,6/17/2018,13
Harper Gordon,6/18/2018,14
Harper Gordon,6/19/2018,12
Harper Gordon,6/20/2018,12
Harper Gordon,6/21/2018,10
Harper Gordon,6/22/2018,10
Harper Gordon,6/23/2018,10
Harper Gordon,6/24/2018,10
Harper Gordon,6/25/2018,10
Harper Gordon,6/26/2018,10
Harper Gordon,6/27/2018,9
Harper Gordon,6/28/2018,9
Harper Gordon,6/29/2018,9
Harper Gordon,6/30/2018,9
Harper Gordon,7/1/2018,9
Harper Gordon,7/2/2018,9
Harper Gordon,7/3/2018,9
Harper Gordon,7/4/2018,9
Harper Gordon,7/5/2018,9
Harper Gordon,7/6/2018,10
Harper Gordon,7/7/2018,10
Harper Gordon,7/8/2018,10
Harper Gordon,7/9/2018,10
Harper Gordon,7/10/2018,10
Harper Gordon,7/11/2018,9
Harper Gordon,7/12/2018,9
Harper Gordon,7/13/2018,9
Harper Gordon,7/14/2018,9
Harper Gordon,7/15/2018,9
Harper Gordon,7/16/2018,9
Harper Gordon,7/17/2018,10
Harper Gordon,7/18/2018,10
Harper Gordon,7/19/2018,9
Harper Gordon,7/20/2018,10
Harper Gordon,7/21/2018,10
Harper Gordon,7/22/2018,10
Harper Gordon,7/23/2018,10
Harper Gordon,7/24/2018,10
Harper Gordon,7/25/2018,11
Harper Gordon,7/26/2018,10
Harper Gordon,7/27/2018,10
Harper Gordon,7/28/2018,10
Harper Gordon,7/29/2018,10
Harper Gordon,7/30/2018,10
Harper Gordon,7/31/2018,8
Harper Gordon,8/1/2018,9
Harper Gordon,8/2/2018,8
Harper Gordon,8/3/2018,8
Harper Gordon,8/4/2018,8
Harper Gordon,8/5/2018,9
Harper Gordon,8/6/2018,9
Harper Gordon,8/7/2018,6
Harper Gordon,8/8/2018,6
Harper Gordon,8/9/2018,7
Harper Gordon,8/10/2018,7
Harper Gordon,8/11/2018,7
Harper Gordon,8/12/2018,8
Harper Gordon,8/13/2018,8
Harper Gordon,8/14/2018,8
Harper Gordon,8/15/2018,9
Harper Gordon,8/16/2018,9
Harper Gordon,8/17/2018,10
Harper Gordon,8/18/2018,10
Harper Gordon,8/19/2018,10
Harper Gordon,8/20/2018,10
Harper Gordon,8/21/2018,10
Harper Gordon,8/22/2018,10
Harper Gordon,8/23/2018,10
Harper Gordon,8/24/2018,10
Harper Gordon,8/25/2018,10
Harper Gordon,8/26/2018,10
Harper Gordon,8/27/2018,11
Harper Gordon,8/28/2018,12
Harper Gordon,8/29/2018,12
Harper Gordon,8/30/2018,12
Harper Gordon,8/31/2018,11
Harper Gordon,9/1/2018,11
Harper Gordon,9/2/2018,11
Harper Gordon,9/3/2018,11
Harper Gordon,9/4/2018,11
Harper Gordon,9/5/2018,11
Harper Gordon,9/6/2018,11
Harper Gordon,9/7/2018,10
Harper Gordon,9/8/2018,10
Harper Gordon,9/9/2018,10
Harper Gordon,9/10/2018,10
Harper Gordon,9/11/2018,10
Harper Gordon,9/12/2018,10
Harper Gordon,9/13/2018,10
Harper Gordon,9/14/2018,10
Harper Gordon,9/15/2018,10
Harper Gordon,9/16/2018,10
Harper Gordon,9/17/2018,10
Harper Gordon,9/18/2018,10
Harper Gordon,9/19/2018,11
Harper Gordon,9/20/2018,12
Harper Gordon,9/21/2018,13
Harper Gordon,9/22/2018,13
Harper Gordon,9/23/2018,13
Harper Gordon,9/24/2018,13
Harper Gordon,9/25/2018,14
Harper Gordon,9/26/2018,14
Harper Gordon,9/27/2018,13
Harper Gordon,9/28/2018,14
Harper Gordon,9/29/2018,14
Harper Gordon,9/30/2018,14
Harper Gordon,10/1/2018,14
Harper Gordon,10/2/2018,15
Harper Gordon,10/3/2018,15
Harper Gordon,10/4/2018,14
Harper Gordon,10/5/2018,14
Harper Gordon,10/6/2018,14
Harper Gordon,10/7/2018,14
Harper Gordon,10/8/2018,15
Harper Gordon,10/9/2018,15
Harper Gordon,10/10/2018,16
Harper Gordon,10/11/2018,16
Harper Gordon,10/12/2018,16
Harper Gordon,10/13/2018,16
Harper Gordon,10/14/2018,16
Harper Gordon,10/15/2018,16
Harper Gordon,10/16/2018,17
Harper Gordon,10/17/2018,17
Harper Gordon,10/18/2018,15
Harper Gordon,10/19/2018,15
Harper Gordon,10/20/2018,15
Harper Gordon,10/21/2018,15
Harper Gordon,10/22/2018,15
Harper Gordon,10/23/2018,15
Harper Gordon,10/24/2018,15
Harper Gordon,10/25/2018,16
Harper Gordon,10/26/2018,16
Harper Gordon,10/27/2018,16
Harper Gordon,10/28/2018,16
Harper Gordon,10/29/2018,17
Harper Gordon,10/30/2018,17
Harper Gordon,10/31/2018,17
Harper Gordon,11/1/2018,17
Harper Gordon,11/2/2018,17
Harper Gordon,11/3/2018,17
Harper Gordon,11/4/2018,17
Harper Gordon,11/5/2018,17
Harper Gordon,11/6/2018,18
Harper Gordon,11/7/2018,18
Harper Gordon,11/8/2018,18
Harper Gordon,11/9/2018,18
Harper Gordon,11/10/2018,18
Harper Gordon,11/11/2018,18
Harper Gordon,11/12/2018,18
Harper Gordon,11/13/2018,18
Harper Gordon,11/14/2018,19
Harper Gordon,11/15/2018,19
Harper Gordon,11/16/2018,19
Harper Gordon,11/17/2018,19
Harper Gordon,11/18/2018,19
Harper Gordon,11/19/2018,19
Harper Gordon,11/20/2018,19
Harper Gordon,11/21/2018,19
Harper Gordon,11/22/2018,19
Harper Gordon,11/23/2018,19
Harper Gordon,11/24/2018,19
Harper Gordon,11/25/2018,19
Harper Gordon,11/26/2018,19
Harper Gordon,11/27/2018,19
Harper Gordon,11/28/2018,20
Harper Gordon,11/29/2018,20
Harper Gordon,11/30/2018,21
Harper Gordon,12/1/2018,21
Harper Gordon,12/2/2018,21
Harper Gordon,12/3/2018,21
Harper Gordon,12/4/2018,21
Harper Gordon,12/5/2018,22
Harper Gordon,12/6/2018,19
Harper Gordon,12/7/2018,19
Harper Gordon,12/8/2018,19
Harper Gordon,12/9/2018,19
Harper Gordon,12/10/2018,19
Harper Gordon,12/11/2018,19
Harper Gordon,12/12/2018,19
Harper Gordon,12/13/2018,19
Harper Gordon,12/14/2018,20
Harper Gordon,12/15/2018,20
Harper Gordon,12/16/2018,20
Harper Gordon,12/17/2018,20
Harper Gordon,12/18/2018,20
Harper Gordon,12/19/2018,20
Harper Gordon,12/20/2018,20
Harper Gordon,12/21/2018,20
Harper Gordon,12/22/2018,20
Harper Gordon,12/23/2018,20
Harper Gordon,12/24/2018,20
Harper Gordon,12/25/2018,20
Harper Gordon,12/26/2018,20
Harper Gordon,12/27/2018,20
Harper Gordon,12/28/2018,20
Harper Gordon,12/29/2018,20
Harper Gordon,12/30/2018,20
Harper Gordon,12/31/2018,20
Harper Gordon,1/1/2019,20
Harper Gordon,1/2/2019,20
Harper Gordon,1/3/2019,20
Harper Gordon,1/4/2019,20
Harper Gordon,1/5/2019,20
Harper Gordon,1/6/2019,20
Harper Gordon,1/7/2019,21
Harper Gordon,1/8/2019,21
Harper Gordon,1/9/2019,21
Harper Gordon,1/10/2019,21
Harper Gordon,1/11/2019,21
Harper Gordon,1/12/2019,21
Harper Gordon,1/13/2019,21
Harper Gordon,1/14/2019,21
Harper Gordon,1/15/2019,21
Harper Gordon,1/16/2019,21
Harper Gordon,1/17/2019,21
Harper Gordon,1/18/2019,19
Harper Gordon,1/19/2019,19
Harper Gordon,1/20/2019,19
Harper Gordon,1/21/2019,19
Harper Gordon,1/22/2019,19
Harper Gordon,1/23/2019,19
Harper Gordon,1/24/2019,19
Harper Gordon,1/25/2019,18
Harper Gordon,1/26/2019,18
Harper Gordon,1/27/2019,18
Harper Gordon,1/28/2019,18
Harper Gordon,1/29/2019,13
Harper Gordon,1/30/2019,13
Harper Gordon,1/31/2019,11
Harper Gordon,2/1/2019,11
Harper Gordon,2/2/2019,11
Harper Gordon,2/3/2019,11
Harper Gordon,2/4/2019,11
Harper Gordon,2/5/2019,8
Harper Gordon,2/6/2019,7
Harper Gordon,2/7/2019,7
Harper Gordon,2/8/2019,8
Harper Gordon,2/9/2019,8
Harper Gordon,2/10/2019,8
Harper Gordon,2/11/2019,6
Harper Gordon,2/12/2019,6
Harper Gordon,2/13/2019,7
Harper Gordon,2/14/2019,7
Harper Gordon,2/15/2019,8
Harper Gordon,2/16/2019,8
Harper Gordon,2/17/2019,8
Harper Gordon,2/18/2019,7
Harper Gordon,2/19/2019,7
Harper Gordon,2/20/2019,7
Harper Gordon,2/21/2019,8
Harper Gordon,2/22/2019,8
Harper Gordon,2/23/2019,8
Harper Gordon,2/24/2019,8
Harper Gordon,2/25/2019,8
Harper Gordon,2/26/2019,9
Harper Gordon,2/27/2019,9
Harper Gordon,2/28/2019,9
Harper Gordon,3/1/2019,9
Harper Gordon,3/2/2019,9
Harper Gordon,3/3/2019,9
Harper Gordon,3/4/2019,10
Harper Gordon,3/5/2019,10
Harper Gordon,3/6/2019,12
Harper Gordon,3/7/2019,12
Harper Gordon,3/8/2019,11
Harper Gordon,3/9/2019,11
Harper Gordon,3/10/2019,11
Harper Gordon,3/11/2019,12
Harper Gordon,3/12/2019,13
Harper Gordon,3/13/2019,13
Harper Gordon,3/14/2019,12
Harper Gordon,3/15/2019,13
Harper Gordon,3/16/2019,13
Harper Gordon,3/17/2019,13
Harper Gordon,3/18/2019,13
Harper Gordon,3/19/2019,12
Harper Gordon,3/20/2019,13
Harper Gordon,3/21/2019,13
Harper Gordon,3/22/2019,13
Harper Gordon,3/23/2019,13
Harper Gordon,3/24/2019,13
Harper Gordon,3/25/2019,13
Harper Gordon,3/26/2019,14
Harper Gordon,3/27/2019,14
Harper Gordon,3/28/2019,14
Harper Gordon,3/29/2019,15
Harper Gordon,3/30/2019,15
Harper Gordon,3/31/2019,15
Harper Gordon,4/1/2019,15
Harper Gordon,4/2/2019,15
Harper Gordon,4/3/2019,15
Harper Gordon,4/4/2019,16
Harper Gordon,4/5/2019,17
Harper Gordon,4/6/2019,17
Harper Gordon,4/7/2019,17
Harper Gordon,4/8/2019,17
Harper Gordon,4/9/2019,18
Harper Gordon,4/10/2019,18
Harper Gordon,4/11/2019,19
Harper Gordon,4/12/2019,18
Harper Gordon,4/13/2019,18
Harper Gordon,4/14/2019,18
Harper Gordon,4/15/2019,18
Harper Gordon,4/16/2019,18
Harper Gordon,4/17/2019,18
Harper Gordon,4/18/2019,16
Harper Gordon,4/19/2019,17
Harper Gordon,4/20/2019,17
Harper Gordon,4/21/2019,17
Harper Gordon,4/22/2019,17
Harper Gordon,4/23/2019,17
Harper Gordon,4/24/2019,17
Harper Gordon,4/25/2019,16
Harper Gordon,4/26/2019,17
Harper Gordon,4/27/2019,17
Harper Gordon,4/28/2019,17
Harper Gordon,4/29/2019,17
Harper Gordon,4/30/2019,17
Harper Gordon,5/1/2019,17
Harper Gordon,5/2/2019,18
Harper Gordon,5/3/2019,18
Harper Gordon,5/4/2019,18
Harper Gordon,5/5/2019,18
Harper Gordon,5/6/2019,18
Harper Gordon,5/7/2019,18
Harper Gordon,5/8/2019,18
Harper Gordon,5/9/2019,18
Harper Gordon,5/10/2019,18
Harper Gordon,5/11/2019,18
Harper Gordon,5/12/2019,18
Harper Gordon,5/13/2019,18
Harper Gordon,5/14/2019,18
Harper Gordon,5/15/2019,18
Harper Gordon,5/16/2019,18
Harper Gordon,5/17/2019,18
Harper Gordon,5/18/2019,18
Harper Gordon,5/19/2019,18
Harper Gordon,5/20/2019,18
Harper Gordon,5/21/2019,18
Harper Gordon,5/22/2019,18
Harper Gordon,5/23/2019,18
Harper Gordon,5/24/2019,18
Harper Gordon,5/25/2019,19
Harper Gordon,5/26/2019,19
Harper Gordon,5/27/2019,19
Harper Gordon,5/28/2019,19
